uuid,pokemon_id,stat_id,base_stat,effort
2cb3abd4-279c-4d13-8c57-8d3b770de3dd,137,2,60,0
2ce56d65-5f85-42bb-b9a6-0c2ca926522a,246,1,50,0
2cf2b2c0-b3a2-4185-8428-52ad19034a81,169,3,80,0
2d55de50-3ed2-4f43-9a55-cd1d35f2c2cd,155,1,39,0
2d7c5358-ceb9-463c-be4e-adf459cc4f50,23,2,60,1
2d83ee05-6e14-464d-a7d0-fff5e011cf42,150,1,106,0
2db2387d-2dc0-4825-811a-7c7632db018b,84,5,35,0
2de94518-733f-4e12-bb30-bda8e559c81a,22,2,90,0
2dfedca4-2b3a-4849-b528-a8788092c8d5,72,5,100,1
2e144da8-4c34-45ef-ac3b-d0a52added9f,119,1,80,0
2e25b297-07d0-4553-9c4c-97b2d7ff0161,190,1,55,0
2e32eb6d-f821-4200-bbbf-6ceaa339f654,199,5,110,2
2e384d8e-415c-4e84-b0d9-d3868e52bc7b,24,6,80,0
2e4e4069-74a0-4680-9569-c6f80f713fed,381,1,80,0
2e515900-c424-46a2-8a5f-59c6c2b49798,39,2,45,0
2e9c0e3b-ef14-48c3-a63d-24dbb0d84763,88,3,50,0
2eadabff-c4bd-4de4-b8a2-013f02f84bc4,256,4,85,1
2eae8751-1fc1-48f8-9893-16cfd4bf0cce,322,5,45,0
2eaeb4eb-bc77-4f7e-98d0-281d0f975272,252,6,70,1
2ed6ecb0-e5f2-47ae-b32e-683167678cb0,317,6,55,0
2ee65b57-9acb-4ff8-83c8-434a1d5d50b8,202,3,58,0
2f07c3b1-8e2a-4530-bad7-b8f1de7ba8a7,66,5,35,0
2f1e766c-7cf3-4eda-b90f-5ee3ebd4a71e,280,1,28,0
2f2718af-be71-4715-a34a-991cd46ab8a8,264,6,100,2
2f2d963b-fe87-45f7-af1f-75ca99f4de8c,367,5,75,0
2f2ecddc-ff69-469c-b662-2cff556cda29,285,4,40,0
2f383b2a-1bc5-42ce-a3fa-4435d22b95b3,199,3,80,0
2f3d445a-7fc5-4e22-969c-7ee42ff7a4bf,285,3,60,0
2f3dd709-5c8a-401a-b054-af9520840365,137,1,65,0
2f6f7c28-4ebc-4612-9c08-1f40117010f4,143,2,110,0
2f9337f8-911f-4b7b-9b4b-add88c9c7ed1,230,5,95,1
2f9e70f7-c8d8-4aa8-951d-c96d9f6887f9,1,4,65,1
2fb61aa1-7cb8-44ff-b5f1-9ead4581ddd2,324,1,70,0
300a0bc0-18cf-4b8e-9c30-e96a40311fcd,359,3,60,0
30295acb-6656-412c-b8b2-95cf22f2fc20,98,3,90,0
3040d209-fe08-479f-aa74-2bb51e7d90ac,219,3,120,2
304b20d7-dbd9-46c4-8953-98c039e0771d,79,5,40,0
307562a9-db94-454c-809d-70ffea293fd9,95,6,70,0
308230b0-f1d2-48b0-9572-858ec3a04fc1,49,6,90,1
30990c59-f79c-480f-8f61-6c2d560322a8,297,6,50,0
30b7c5df-fa5f-4bc2-9857-74c78a1af079,133,5,65,1
30bfab22-4c8f-4044-a492-97ad2503f19f,275,6,80,0
30d3c036-832f-434d-a6af-5ff655d30229,199,6,30,0
30e8016f-3ae8-42fd-a788-fed724f43df4,335,3,60,0
30f2c31e-181b-4235-8a5a-125c6c3dc0c6,28,6,65,0
311ea98f-19a9-4542-b743-5514bc6c0ee4,265,2,45,0
3130d7f4-71bc-4a8c-9920-9dec7efa30ab,77,6,90,1
31322c41-51c5-431c-b597-540dcc1ffa13,278,1,40,0
3149e0d8-a530-48fe-9ab3-4693ee095980,234,5,65,0
314e64a0-0eae-4e9e-a1e5-510d9ece8ecd,166,1,55,0
317a0b2f-e90b-4461-a373-4d963b587125,352,1,60,0
31a784e9-c5cb-456c-ac43-9dd9ef7a3388,167,5,40,0
31ae589e-c5d2-4420-8072-dca3983048b6,228,5,50,0
31c22da1-0e6b-40cc-aa08-1243170ef6a0,316,1,70,1
31caf8c7-9c40-4501-b477-20311094a1ec,179,4,65,1
32292d1b-0af9-474a-be34-2c6e971d7b3c,24,2,95,2
323d4535-4899-45d7-bed3-fc95ba3395c6,234,1,73,0
3277ff65-b74d-4ea8-93e9-a6e972770272,370,6,97,1
3286f344-cf44-4722-9935-c7a4df34abf0,88,5,50,0
3289dd54-236a-436d-920a-3c8ea82a3ae3,129,5,20,0
32b96532-9161-4606-99d3-18ce85c3c803,287,2,60,0
32e1b165-32a0-4599-be08-eaf7058577e7,186,3,75,0
32f8d40d-559a-4b29-9983-e89772fb75ab,221,6,50,0
332a2c13-25c1-4932-80ed-cad6766030d2,351,5,70,0
333db1b3-2ae9-4645-950e-0464e9e65b59,345,4,61,0
3353cb76-affe-4840-9f03-fd8c25b1f70f,213,2,10,0
336c0cb6-c837-40c0-b502-4f26f5e39d24,197,1,95,0
33712897-e1e0-40b2-8827-d4b428e01a7b,67,2,100,2
3396039f-4ed7-4dd1-9e73-f9a84b3e7704,104,4,40,0
33cb55d3-84be-4964-a18e-7e8f5dc7540e,78,3,70,0
33fa8912-7479-4d19-a38f-838bd134c522,205,4,60,0
33fc7aa1-922b-4afa-9b17-15ae9bf6be84,120,3,55,0
343b8fed-d9db-4877-9b51-da7d860473e9,336,3,60,0
344b7ca1-f7f2-4681-ad37-88e1dd8dade4,123,6,105,0
3490dc29-c669-41c7-bd80-b00c22054caf,80,6,30,0
349422c0-b16e-4081-8b12-d3f56102f7ef,177,1,40,0
34946b67-19bc-46bd-bc2e-55d9ce4ec570,318,3,20,0
34acf596-9527-445b-ac05-5bc4fd5972c8,194,4,25,0
352081b3-7560-4b55-a3c3-03e2cfecd3d9,326,5,110,2
35478fd4-1192-4fc1-a47c-af34a4f86bb4,230,2,95,1
3553574f-ab6d-4df3-9da8-f96509a3d909,210,2,120,2
3564415f-612f-4048-b40f-e7ed3a164266,210,5,60,0
3567a4e8-e039-4d01-8457-c70c6203cb45,379,3,150,2
356b6db1-656f-4247-a3bb-ef9680c3d6b0,167,6,30,0
35b676f1-0040-4989-865e-64e12e2a6b8d,194,5,25,0
35ba4528-610d-40e4-8e75-e74f5b49a042,264,3,61,0
35c3fb35-cc42-44d3-94ff-18c8d37d16ab,102,3,80,1
35cb8b3c-f446-4ce7-ad42-2000ce087205,230,3,95,0
35d2ee89-25a8-4c5e-9d47-16dd7590ed16,250,2,130,0
35e7589b-8485-44de-b5d7-41a1c3559445,376,5,90,0
35fd0f8f-66e7-485b-816c-cdaaa681a34b,95,5,45,0
36217c5b-26d2-48e3-b0ec-5be395e62b4b,25,5,50,0
363945aa-49a7-462d-9d2b-10ade4bb8d60,287,5,35,0
36a3eea6-6114-4f2a-a259-25c4f5a52fd4,377,5,100,0
36a9c9dc-e0fd-4aec-8fda-0f9a137ce010,105,5,80,0
36bdb8a1-d5ee-4c40-9d7f-9b83d70d4cf0,270,4,40,0
36f06391-fc9c-4a00-8f0b-fbf8eece5937,161,2,46,1
37364ded-b53c-4a0b-9437-40cd7f4179cd,157,1,78,0
373d25a6-d655-4167-9f29-7927db079ab4,259,1,70,0
3766eba3-5289-4af9-810e-1a23623dc576,346,6,43,0
376f37b2-ed04-4ab7-84f1-39906c162ae8,30,3,67,0
3792ae0e-fd79-4bf5-8510-352155a2a176,323,2,100,1
37a816e4-ecb6-4975-9ac7-ae6f98863f75,268,5,25,0
37d83b4c-6f94-470d-97ee-b3b8273f1ed8,90,1,30,0
37f7ad57-6188-4cda-b5a9-f182afb0e10b,242,6,55,0
37fbde6f-3a34-41b9-91e5-d0e260acce42,260,2,110,3
38110d68-6b24-40bc-8961-0db113660792,290,6,40,0
382ab2b7-5697-4c96-9ab8-a8b8415c566d,46,2,70,1
386026bb-746b-411b-9268-5bb2e8e7ca3c,278,3,30,0
38720b14-0489-4a7d-8f62-587ccdb50c98,175,2,20,0
38b184a2-b65f-467c-a8b3-af6a36c1f036,35,3,48,0
38b62740-ed2e-46a9-928c-4674ae11a50a,314,1,65,0
38c8ca82-ce39-4835-b822-7cebbb6724d6,107,6,76,0
38cafe4b-0723-4f2d-bc73-fed81a71aeec,81,2,35,0
38cf5f61-19c3-474a-bdd5-5944e315bf5c,50,1,10,0
38ed6a6d-0d11-4a1d-be03-c947ba26528d,129,2,10,0
390834bc-032d-425e-8187-d7305f6bf0c4,54,1,50,0
393e793c-fb98-4d50-9843-7ec9329404e8,94,4,130,3
395e0cfa-1a8c-42f9-b1e2-116d28c1f011,244,6,100,0
3971c857-7ced-45c7-a1ee-dfffc7c2d7b3,173,6,15,0
3975b29c-8f8d-46aa-94e2-6599ed1cea24,301,1,70,1
397fe29f-62e5-4f01-88e5-c7c621a592e6,145,3,85,0
399e7e9f-09ec-441a-9f60-48f566ad58bf,276,6,85,1
39b542c5-1f59-4e7a-a002-5e3f07dc08f6,123,4,55,0
39b8e327-2437-4588-b383-fba6e7be4b13,257,5,70,0
39d85c87-9986-4fa6-bc51-96794cfb2553,231,1,90,1
3a242975-befb-4b2a-9a11-3b1eb954a4bc,152,6,45,0
3a381482-0433-4de1-8ca3-33f35caa0b16,270,2,30,0
3a3f6dc2-b213-47d9-840d-861c573ee0ef,345,3,77,0
3a43dd8a-613d-4265-93a4-c17e4173f462,164,4,86,0
3a74d62c-6d7d-4d2d-b82c-d14d51ce0c6b,323,5,75,0
3acb72e4-fdeb-46fa-847e-ee7659a81e7e,324,6,20,0
3b3dee12-e888-4c7e-a687-0c6e1d059c01,53,5,65,0
3b4375ee-082b-41c6-883d-70035e95ac2b,317,2,73,0
3b44c1ea-e748-4739-833b-f0a316edc859,4,2,52,0
3b605309-48ca-48c4-a6ff-37a612864b94,104,3,95,1
3b67db81-32d9-4f40-a89d-ba15e30819d6,240,5,55,0
3b6f3952-1b95-495e-a547-0d68979215e6,224,3,75,0
3b91b700-8072-4d6a-a91b-ebf67345b5d1,20,6,97,2
3b945d5d-621c-46e9-b492-c1007115b739,243,4,115,1
3bad082d-8fb6-4ac3-a9ad-517ae4d34b54,41,2,45,0
3bd40b06-0785-4af6-a5e8-4fdd5e998a4e,335,5,60,0
3c201415-aa87-4586-8833-a280c93fa81e,341,4,50,0
3c235e68-071d-4573-96e8-8ad0d78f416c,77,5,65,0
3c29d324-6dd8-484e-be60-db81795a4d3e,211,6,85,0
3c409116-7bfd-414e-ba31-3cd8e690f823,291,5,50,0
3c658b14-b575-4eb5-bd69-83198cc96562,174,5,20,0
3c7170bf-f65b-408f-b07b-0551827d758f,333,2,40,0
3c72d035-de05-44c4-96e5-8196fd5668f3,194,1,55,1
3c87176e-1ded-43bf-be9d-5ba085d1b829,88,1,80,1
3c9cf5f5-8f13-4bfd-9a9e-695bead5c54b,140,5,45,0
3ce5ba24-e65a-4a83-ac92-e62419b424b6,290,1,31,0
3d26fb36-5e49-4aa4-9345-d070e0ce0ebd,13,5,20,0
3d31f440-35d0-447c-87ac-8a581d496ff0,81,6,45,0
3d39b8dd-7c5d-44bc-9b51-2e82cf93d18b,268,3,55,2
3d52a52d-af7d-4e9f-813a-a9726a243858,359,1,65,0
3dae8eff-d174-4d2a-b402-0d0cc90bd7ff,111,2,85,0
3dc9b0dd-8009-460f-a1e0-7ae8b603f40f,230,1,75,0
3dd0ddd9-285d-4701-90be-82c58acfba56,216,2,80,1
3dd86b35-a7ee-4560-896c-afd6c4e296a6,367,4,94,0
3ddbb1c8-91ed-4d3b-9dc3-a7307c9ed558,362,6,80,0
3def5718-e0cf-40b2-8022-4e1f5011030e,338,4,55,0
3e539028-bfd8-4f23-8241-b72433d6e411,344,2,70,0
3e5ab14a-d6bc-441c-9bce-e30f7bdac258,170,5,56,0
3e661d6d-92fc-4064-a550-d7936943a784,380,2,80,0
3e720167-e05c-41a0-99de-536e546bba36,145,5,90,0
3e79ec15-32ff-49b3-a95c-5c85a165b772,50,3,25,0
3ea0968c-8408-41c5-963e-6e5fdd30815d,117,6,85,0
3ea30596-7fd1-4bfc-a97c-cc7007f28bc7,276,2,55,0
3eaec157-f5e9-45d0-a291-a248c06b2854,229,4,110,2
3ed1871b-39b4-4390-a750-2d1bf99ee3fd,228,6,65,0
3edbf7cd-6bfd-4fd5-a5f1-569ce113344a,87,3,80,0
3f26776f-7779-41e1-83fd-67e5b9df9859,225,3,45,0
3f4dd522-ff61-4eff-9357-62591d503aa2,379,4,75,0
3f503def-5b02-48e3-be49-d6f7eaaf4d6f,386,2,150,1
3f5faff7-2b37-4fca-9e18-817406f682d5,136,6,65,0
3f5fe5a7-fda7-4155-aeea-99c05b701872,316,2,43,0
3fb48da8-adac-47bf-ac53-2ee8b8bc4bab,63,5,55,0
3fe41b0e-7f1e-43da-8b41-fb0c2990dff6,159,2,80,1
3ffad14d-fc37-4fe8-a7e7-a2f0995c1e97,30,5,55,0
4002a88e-9a3e-4deb-9788-38af33af72a9,124,2,50,0
4002f246-e3dc-4ea5-a3b4-274c00782265,222,6,35,0
40163a12-187b-4d68-86f7-efbf893cf7fd,215,1,55,0
402e4db2-2b14-4722-9e78-d0224f7dbcc0,72,2,40,0
4067d1ac-0acf-4eef-9d30-42061ea485c9,332,4,115,1
40a392ca-bf7d-4092-ae00-4d4447429354,321,5,45,0
410c88ea-0d05-45d6-9525-17518c666955,163,5,56,0
41111b60-4e10-4988-98d6-08eaf58b23ca,253,4,85,0
41311ffb-6140-42bd-ab21-15a3fe079049,51,2,100,0
413176e1-bbbb-4e07-aa3f-23653e9802d3,15,5,80,1
4149df8a-7aaa-4d68-8b03-f915b408fe61,209,6,30,0
4152e6f0-74ac-45cd-aad4-64348b7c2098,105,3,110,2
418da858-83c0-467f-93a2-f0ec2660217d,163,2,30,0
4191c103-de0d-41b8-a91a-9d7a4ff69fe3,294,6,48,0
4191f0d6-74d7-48b8-86bd-510865b63f95,210,6,45,0
4196b8e9-9de1-4c58-a39f-07721ac91089,87,4,70,0
419ada4b-ab60-4964-990c-ed48e14db306,378,4,100,0
41a71eed-3028-420d-829b-680d25b9fe6e,383,3,140,0
41ac12c8-1f53-46c2-ba32-082f6da03631,168,5,70,0
41b12651-54f3-4fad-9303-24b48b697f30,94,1,60,0
41b8d67b-743c-422c-938b-d1e36f3fbe80,36,3,73,0
41def755-1a43-4e70-ba56-785af59af5c9,379,5,150,1
41f0c675-ca37-47fa-9555-1e4b22ef3e1a,91,1,50,0
4220b288-bfc6-4163-a1af-a1a1eab62656,220,5,30,0
42297a70-5259-4bb9-987e-aae94bde6489,376,6,70,0
4238ff31-4a30-4397-890d-6ac09537e8d9,161,6,20,0
4246ef18-5f77-4089-9b80-c2602cb8032e,36,1,95,3
426505a6-6ce1-4c01-8d04-b1e14f6f0649,115,5,80,0
426e74a1-b4c8-4e10-9f59-cc80b1b636aa,332,3,60,0
42c83f96-f296-41bd-a646-6a27d4952921,221,3,80,0
42e3ea49-cf24-4b71-b17e-4823b2f824a3,361,5,50,0
42ea9789-044d-494f-950a-055600d4fc00,189,4,55,0
42fc3bd3-e989-49a8-b6ab-816356e5db1a,116,6,60,0
42ffc0b2-354c-4be2-b334-361b578f70fe,67,5,60,0
43295f28-09d0-485c-ad37-630dd4ea4587,341,5,35,0
433f18b4-2d85-4194-9573-132eab813634,96,3,45,0
435248b9-7f7d-40ea-99f1-1f0427fe70a4,119,2,92,2
435e9b42-a45a-4af5-ab72-66cd1e5a0287,104,1,50,0
4367120c-a478-4537-a342-7eaf1307bf32,359,6,75,0
43b4bfd6-f8cb-4253-bb51-3b0935b7212e,123,5,80,0
43db85cb-e281-4c92-a954-a6a7a508cddd,145,2,90,0
43de092b-b9c1-45ae-8fc0-b154c657b9db,310,5,60,0
43eedaa7-34d7-49af-861f-d07fd2aae523,233,6,60,0
43f7eb42-aefe-4b17-aaa9-24d759007136,125,6,105,2
43fa7982-716e-4b3b-9ffa-df369cc8610d,307,1,30,0
440644b5-840b-4092-bcb5-c864e1c4e304,320,4,70,0
441852c3-aad4-4bb5-8bdf-42b504088ae8,47,5,80,0
44208ac6-a423-428c-a5ed-9e35440fffa4,344,1,60,0
442bd0b7-3070-4291-aafa-910b4c10b65f,139,6,55,0
444cf73d-7599-435e-8103-7a8747a8e008,368,1,55,0
44517b0b-495b-44e9-a015-ef6ffd6e9280,165,5,80,1
4482f390-3828-47d5-93a7-646fc5abefe5,249,5,154,3
44968ccf-bf1d-4c9a-867b-5e435154fb59,122,4,100,0
44e88e5b-ed0c-4523-b8ce-ddbb49ff351f,221,5,60,0
44f55c33-6c72-4411-abc3-a718a1dc5889,260,6,60,0
44ff010e-44af-4815-a5be-46fbe6981f67,60,3,40,0
45331196-7b74-4644-aca1-ca7c15d1f96f,299,6,30,0
4545580b-a03d-49af-98ae-270293721149,327,5,60,0
4547ed0b-7064-438f-a0f6-b29fe674ea75,342,1,63,0
455d8348-2fd5-42cc-842c-313b36b12434,213,3,230,1
457b8657-fa6a-4e1c-8de5-f874b27fd3ce,99,1,55,0
45835a66-d75e-41a6-8e49-8e1a7ede2d38,80,2,75,0
45b1c9b4-c6bb-4d28-b8d6-0d5a085f28f2,9,3,100,0
45b77f3b-e5ca-4bee-9e51-8c80daa4744c,71,5,70,0
45becbee-a172-4b6e-8686-19caf5ca6e4a,358,2,50,0
45c91b90-bb82-4cb3-89a4-0417a5a4d5fd,157,6,100,0
45d38cf5-597d-4e5c-b38c-5d73b28e1c0b,225,2,55,0
45da83bd-36f5-487e-a755-6c9d4e29e6b7,75,5,45,0
45e836d5-ccd1-4f12-be83-20471aa1fc9f,332,1,70,0
45ec26ca-6c73-4aa1-95d8-a040041ae1a5,3,2,82,0
460b9139-ec55-46e0-b551-b3d061ff1bc0,267,6,65,0
46250f9f-8ccb-4134-ac52-69daaf364795,19,3,35,0
462dffb1-5f12-461b-89fe-822e1c66e9d2,297,2,120,0
4653631a-39c9-4852-9dab-cacbe9061b95,120,6,85,1
465efa78-f4c1-4eb2-a93a-d75d477ca2f1,360,5,48,0
466d2be4-cfa5-48aa-a317-6306d4325ff4,68,6,55,0
4693a73b-80dd-406e-ad28-9e8829c158c6,19,5,35,0
46999fd2-7ca3-4c5d-af55-c9446d6fbc50,379,6,50,0
46af54db-cff1-408e-a92e-566e46bdb9bf,188,5,65,0
46cde3c8-0bbe-4c5f-9186-37f593b0744e,17,1,63,0
46d74c9a-0527-4bee-bb9a-079bb071e0f6,291,3,45,0
46f73710-d984-478f-baaa-4f916bb6eabc,356,2,70,0
472360c9-458e-4f3e-880f-eea6471e408a,14,3,50,2
4728dbea-8efb-4cc9-8de2-ebf156cd9116,119,5,80,0
472a39a3-0257-4832-8574-09b4b1160c65,59,4,100,0
474c377d-4d1f-41a8-bd5d-c6e7994becf7,121,1,60,0
47685781-31f6-45f8-af71-23d883006125,328,6,10,0
476a4ee4-5c15-4181-a580-6e16be212c95,363,2,40,0
47c39fbc-8472-4112-9242-62359c335b27,11,4,25,0
47c8a500-7997-4e5d-a228-03517d4020d9,192,2,75,0
47d8cfbe-1080-4e84-b6e4-1ce0e1616df4,74,2,80,0
47e2ddf8-341d-4018-8036-5b635e9a8a72,30,1,70,2
47e8859f-bd54-4e8d-ae37-9682f7ae3397,177,2,50,0
47f248ae-bd0e-4a01-abb4-c7e27364895d,144,1,90,0
47f8cdda-0528-4698-b0af-f5fe5f800ce6,64,1,40,0
47fd375e-b665-4fb4-acee-24f9a883ecf4,118,2,67,1
480f0f08-610f-4505-8e9a-f9c08408c1cf,281,6,50,0
48513998-fec9-4c10-a125-bed24909c68f,355,5,90,1
4887345b-5cbc-4280-a4d4-7622f2ba0eae,308,4,60,0
48891008-a408-4405-a181-ae77c1d9dbd6,326,3,65,0
4893382b-972e-4f2f-91c4-06586489df52,318,4,65,0
48fde6da-0e9a-442f-a0d2-341376df8eaf,142,3,65,0
49003d17-eae0-45c7-8f04-e2ef4edfb3bf,245,4,90,0
493d9299-7a59-41a5-8af6-872121f58dd2,222,4,65,0
4941bd47-2c82-4dcf-b9f7-0ae0e15d0973,138,5,55,0
497dc6d0-b0b1-415f-bd18-a465c2936925,152,1,45,0
498a78e7-3f60-4be1-8a25-ab8ebab69c7b,233,4,105,2
49a39806-31a2-4b3a-949d-4744d4082309,289,2,160,0
49b353ed-ef84-4ffc-a089-147dbe51b998,201,1,48,0
49d38450-395f-4f83-af43-445aa28779e1,270,6,30,0
49decbc8-d23d-431b-a4c0-15dfaa883def,20,5,70,0
4a654870-ef75-443d-a44b-f81033a7dd11,239,1,45,0
4a6640a4-cf61-43b8-9f17-d639fd1867c3,248,3,110,0
4aa6d403-23bf-452a-95c6-113c380c7b0e,224,6,45,0
4acf87f3-5322-46c9-bd42-4bf497464a49,188,3,50,0
4b273c4b-df9c-48ee-a650-f249c5739ef9,30,4,55,0
4b313009-423c-47bf-8c5b-9aafa15a1bc1,110,3,120,2
4b35fa3b-4b40-4db3-bb2d-708230c7a142,129,1,20,0
4b5753a7-d3d1-401b-bf8a-b58cd57a323b,355,6,25,0
4b79b55d-1785-41ea-b70a-15970266ba17,342,6,55,0
4b807d9a-de59-4ecf-ade7-4d41d2b9d341,139,4,115,0
4b8ea31e-b63c-4537-b1f2-7644ce6b1dab,201,3,48,0
4bcab159-fd14-4d87-9ee1-09b5a87b77b5,46,6,25,0
4be5f7ef-e3cf-495b-9338-7c5559a3e164,222,5,95,1
4bee27cf-4d66-41c3-9305-acb18430745d,13,1,40,0
4bf2b1ab-7457-4c6d-b8f0-be0e3751bf10,122,2,45,0
4bf76617-892c-490b-9718-c98ca9c71b8c,10,6,45,0
4bf7851e-1e88-4b19-b8e7-15ed6f6a1e92,377,1,80,0
4c0a68f9-5da9-4101-90e8-1bfaeb157e9b,83,2,90,1
4c4dd04e-9cf0-4007-bbac-62f1ed3618c4,308,1,60,0
4c817efa-a158-47b5-8172-75e2b4d0a6cb,282,5,115,0
4cb4c12e-590a-44c1-acf2-9c2018296471,293,5,23,0
4ce1bddc-0471-4038-b20a-7eb695818b28,252,3,35,0
4cef7ab0-fb2d-4780-8d76-6795b3fda8da,57,1,65,0
4d11ecd2-7fcf-47f6-973b-e19a47cea09a,63,2,20,0
4d2bbbfe-0ec4-4ac5-9fcb-0c8b7afd053c,151,6,100,0
4d32413e-154c-47b9-aa50-0b3d8e5a35d0,126,4,100,2
4d391757-bdd3-43bd-9d30-abcf6ad2133f,235,6,75,1
4d397f50-ebdd-413b-a3eb-cc1335a46deb,229,5,80,0
4d55d1f7-7941-44dc-854e-cb58edd013d8,368,2,84,0
4d5d083d-c6ec-4afd-bc43-f6aa4350d908,364,1,90,2
4da498a3-e2ee-4f49-8a18-daac8929ff3c,217,1,90,0
4dac1f89-8d8c-49ee-aa68-3807422e4ae9,245,2,75,0
4dcac768-a0e3-42d0-b9fd-9d158f5c1fcc,193,6,95,1
4dd2cffb-021a-4eeb-94e4-d0cfdf639ed9,266,5,25,0
4e09da5d-0fb9-4fb5-888b-3843eb86e106,228,2,60,0
4e0f4eec-6255-429c-a590-3a570ec5075a,372,6,50,0
4e16a009-09f2-41fd-9ec3-065c2c56ee10,98,2,105,1
4e1fc05b-ab9c-4976-a0af-8411d87a566d,53,3,60,0
4e5b4d23-d106-4f5a-9ca7-68c14f8a82eb,37,3,40,0
4e6e8b23-61b2-4cb2-9251-0435af0b0e1c,185,1,70,0
4e7f0a80-9386-44fe-b604-73c4244e9a0c,214,4,40,0
4e89684e-dd60-423e-87c3-4c2d96d65f90,340,3,73,0
4e9a89f3-dc59-4973-a22d-8f9012dd0931,324,5,70,0
4eaf9fea-000a-4575-add6-1919c4fa3a3b,220,4,30,0
4eb74f38-ebdc-404d-9dee-42129e9935ea,39,3,20,0
4ed655a8-b72d-4cd7-9c78-583e153c85c1,284,2,60,0
4f029e47-6a4d-4748-b4ff-213edf6026e2,214,5,95,0
4f0b8d5b-530f-4059-b854-4e8472b30c8d,135,6,130,2
4f31efd6-1f87-4d93-9f12-5043fe4004ba,241,2,80,0
4f36d56b-f49c-4651-a5ec-79fbb7cc630e,355,3,90,0
4fa91e0d-a5fb-4c41-a4b9-881fbc7529fe,269,2,50,0
4fb6ea66-b114-4e19-9546-15548a48fac8,205,1,75,0
4fe5ecc1-a696-43dd-b953-84e33bc40fb1,108,6,30,0
4fea4ad9-fa5d-41ad-98b3-b868bded495f,182,1,75,0
500454c2-7e68-4b78-a1f2-076b5529fb90,39,4,45,0
500f6c50-02e9-4205-9e72-de343a90c09c,32,3,40,0
501f7dac-ac8c-4299-9fa5-f8674ff4cd31,311,2,50,0
504a90c0-1f75-49e0-a41e-0305e4712b6d,23,4,40,0
504b2224-2aaa-49cb-9a84-4c8112514398,327,1,60,0
506fa7a2-d478-4fdb-b616-b5ab2500d49e,80,3,110,2
5089d638-def0-4726-be77-da90cdaceb53,293,3,23,0
5093a208-5af9-4b5e-b0bd-5545438c5790,350,6,81,0
5099ba65-4867-4a66-8f00-8e32ea55bb87,326,4,90,0
509dc392-cc5a-436e-b310-89516c0ad82d,357,2,68,0
50bf6582-145a-4255-9d35-9fab77f9def3,15,3,40,0
50db6dea-02c2-41f4-a86b-d47a7ffebad1,16,5,35,0
51114803-873e-4371-bef8-dff15b1a9e9c,44,3,70,0
5138d2f4-b791-415c-9dfc-619cfa3a710f,65,1,55,0
515080dd-8a79-476f-ac44-216651d1bf13,45,2,80,0
51b5f5b4-46d2-444b-a4a4-d132d13a5a02,65,2,50,0
51deedf3-4f12-4e90-93c3-78b4ee50b0da,370,1,43,0
520fb28d-df15-4d2a-a0cc-710ebb9260e7,371,5,30,0
523f0c9d-1a18-4e4d-97c2-fa46b3dec6d1,300,5,35,0
527841ac-f546-4ce2-9d5d-1e6665a1f303,186,5,100,3
527a47a3-d936-4456-8e76-11a1355ea5ff,261,3,35,0
529dfde0-3f79-4a7a-99ec-273ff246ca19,339,1,50,1
52a7b05e-b173-4ca2-84a0-c76dbb6b945d,88,6,25,0
52bb1b97-8c8f-4142-8aba-036949527448,5,4,80,1
52da00a1-4115-4a2c-be10-52e646ad6409,241,3,105,2
52e981af-6be8-47e4-be85-5f66fa7445d5,65,3,45,0
52f3f968-a403-47db-bde0-8c56c44ef09f,81,4,95,1
5306a5dc-0b4c-415d-be0c-deaa8ff59695,368,3,105,0
530bab87-9cb6-42b9-a5f7-d88e5ef8968c,20,2,81,0
534d802e-dd12-446b-8036-774bb6b283e7,220,1,50,0
53555e4f-bf50-4163-bdaa-a1743aa46180,273,4,30,0
5361f2d4-557d-4178-80b4-0b8e1a1cd4bd,29,6,41,0
538a78f9-727f-4ad4-9c68-5b1e319ecfca,154,5,100,2
538abeb6-6286-4271-bd7f-2214a0b406e5,58,1,55,0
539b82d1-92e3-4e2a-b195-e8f07dc813f8,256,3,60,0
53e2928f-1fa7-4207-bf58-88a8369229f5,76,3,130,3
5408787c-111a-4097-8469-d2163a4857b7,224,2,105,1
543215de-79a9-4f2b-9716-d385050fd3f3,252,4,65,0
54419346-9b88-4d91-876c-2968d606b472,334,4,70,0
544b3aed-96c1-4005-9668-80d2ff9467ff,114,3,115,1
5453df07-6271-4e0c-985e-66d2fd3d3ac8,227,3,140,2
54700a15-3cf4-4ec2-bd58-11fcb7ee8098,93,6,95,0
5480b861-8c47-40dc-9861-0fcb510b6d63,2,3,63,0
54a74eee-5e5b-436a-9573-7f35e381a881,180,2,55,0
54b25230-4da5-4e24-90c2-27e96ff2347b,361,3,50,0
54e6664d-6d94-408a-afe4-f8473b461d18,206,5,65,0
54e9849d-3649-45a0-809b-77734faa13f7,170,3,38,0
54f5deba-e326-4fa1-9900-66c263171eb3,380,5,130,3
55011350-e937-4177-826e-01326a1f84e6,189,5,95,0
5506b7ed-db16-47c0-ae2d-0658648f86d2,229,2,90,0
555fed29-a554-4afe-a31b-9255db8c9938,93,3,45,0
556d8035-3195-4913-bfd7-513c70fbc9c9,251,5,100,0
559725c2-77c8-462e-9fc3-4b6129c34697,353,2,75,1
559b6132-9c3c-409e-a9f9-6765a4b32233,214,6,85,0
