uuid,slot,type_id,pokemon_id
fb88ec4b-0f46-469e-80bd-258a686c2403,1,2,296
8501bea6-4cd4-47ce-8821-cfcc1c30b380,1,2,297
51a38f83-6a1d-47f6-bf02-f7d76d97d31f,1,6,299
5efd7708-288a-4f18-ab53-692e71f86362,1,1,300
fca3214a-4469-4c89-b71b-2fc660bce6a5,1,1,301
cd30b868-6729-4adf-a714-8d8492ecc92a,1,17,302
4dfd5ed9-9504-484e-aff1-54dd4ac3bd87,2,8,302
6fce73ef-f6c4-4e35-8b16-4d4925cc32ad,1,9,304
69c048b1-eb91-40cc-9700-eef288daddab,2,6,304
6990029a-1e87-481e-b340-9818847eba9a,1,9,305
4b3489ac-d957-4981-ad36-7e4809ad7723,2,6,305
79b6e3e3-2cf9-4112-82ee-4653995e3a68,1,9,306
f8d0fcf9-c3c3-4ca1-9adc-11312e4bb515,2,6,306
ddbd77d0-8074-47a7-b1de-5306d020b96b,1,2,307
b4c309dc-740b-4ac2-840f-c339e5449e23,2,14,307
87dcacd9-2e9b-4fda-845e-bf3692c3d79a,1,2,308
4441233f-9787-4a50-8265-1c4b58ce084b,2,14,308
0cf2bf02-6a43-4fc1-a04b-8a5db763e2ce,1,13,309
cdc607a9-acf0-44d9-a120-dd52542a48a4,1,13,310
8acaf8f4-39ed-4c23-a641-dafb84377be3,1,13,311
5c1a3373-0e20-471b-bcda-d09e169717a4,1,13,312
3fd1949a-50ca-4dcc-aa91-b2c0fe94bcbd,1,7,313
0f01ac1b-7d2d-4e23-82d8-73cf76e7ddaa,1,7,314
45b7b5ba-5473-4f72-8b9c-ff576f624dfd,1,12,315
97e1796e-9665-424b-a91e-4ff0c4b30b21,2,4,315
d8c82242-b321-45e9-855c-255115d45fd3,1,4,316
1f004ae7-0baa-42c3-8daa-d2ea9b8758a4,1,4,317
471b2af3-c8d9-4015-939e-f4bbe6ad2ca6,1,11,318
3ac35aad-b4c3-4570-81c0-c9fcac6bf4df,2,17,318
9172166d-932f-4831-8b14-e22861cdcc8f,1,11,319
da168aad-0d3e-4490-a448-5352daa0ee98,2,17,319
64609504-9fb5-42b4-95e0-a6f10322d191,1,11,320
2917b3c4-df24-4e5a-9e0b-18e2708ab249,1,11,321
50a757bf-858c-4426-bba8-aa39382c323f,1,10,322
afa8f15c-e72e-43e6-b212-6095bf8dd7c4,2,5,322
7f527504-7fa9-4062-8dd4-4d5c7ce3b7d5,1,10,323
85e4f65d-bceb-4b35-af4e-d6d4bf02b527,2,5,323
1fad6a5c-5deb-4238-b86d-f7df7f51869b,1,10,324
af010d29-caba-4572-8f01-991227b99700,1,14,325
3d76d660-1d6c-4469-9547-6920c63e3d8e,1,14,326
5b1cacc2-f1cb-4c88-b2a5-e06b4ba69f85,1,1,327
d6940a39-2f11-4198-9863-d1ca7b65d5a2,1,5,328
e6185726-58f3-443c-a9f0-701141a5b73a,1,5,329
864a4caf-a61e-4897-90d3-092f53436b69,2,16,329
1f30c603-5ce9-458f-923a-8b49062fa09e,1,5,330
78c6eb82-5187-41ed-b16b-dc51a9a0949f,2,16,330
04008c56-1199-4062-8584-7f1270d6151c,1,12,331
3842d4ae-7a26-4a98-8ca5-0b591b2616d5,1,12,332
72bac33f-cd3a-4bd6-9a17-cc9ab3070842,2,17,332
56857960-fe4e-46f9-89bb-d66ce997649a,1,1,333
13374dab-990a-4b6d-85ca-3afbde87c8df,2,3,333
dcfa4f35-33d8-46f5-9276-27118345578a,1,16,334
156ebb11-1b5b-45fd-bd22-55ad4d1632b0,2,3,334
a3af0674-0808-4ab5-b8a7-73f4d49d226a,1,1,335
ede6729c-45ea-417f-8f93-e52a1656d161,1,4,336
cfa888e5-acff-4158-ae91-034d798b7b50,1,6,337
2f6a05ca-09eb-4b43-9397-e09de387c7c9,2,14,337
025fff8e-c2b5-41cb-871a-968e8aeb2adb,1,6,338
e97bc26f-3a16-4e8b-b638-775d39572941,2,14,338
30acf11f-db04-4e7c-b999-42a68bc05af2,1,11,339
986e98de-fa5a-4fcf-b4fa-5a9d40bcb56b,2,5,339
8cb0a130-e00d-4684-b27c-f1f631760c2d,1,11,340
77ecd243-6014-4e9f-97f4-afa8dccd46d5,2,5,340
f4da4354-680a-44f1-bcfb-309f2a5b4690,1,11,341
13832257-9bf6-4ff3-9dde-d93357545260,1,11,342
1d411544-405f-44a0-8911-62d81875a5e7,2,17,342
b0fcf817-63a9-400e-9645-dc7afa452873,1,5,343
47e4a2e9-16eb-41b2-83d3-f1add077d558,2,14,343
961d61fe-a161-47d5-9856-43b10601b837,1,5,344
9076d4dc-eded-44a4-b028-ed9b253847fb,2,14,344
4a768afc-a212-4648-b6af-9ccf7dddfebc,1,6,345
afc452a1-7ff4-4da8-a796-b82e31d1dd56,2,12,345
8764d630-3db8-4a42-8c33-f25f94f08f94,1,6,346
db20bdb2-a350-4b36-b343-cd9c49dbef0a,2,12,346
f92debc4-6f31-44e9-93f6-76d56dea5d81,1,6,347
0b6fe8e0-4e1b-4379-b9d2-03e3ddbf5093,2,7,347
3019200b-38e6-4dc6-acb1-552abc628c1d,1,6,348
57f9c37f-f51b-4f3a-a9e1-4fb79de709bd,2,7,348
217220e8-6e36-4e6f-9234-fbeb328eecbe,1,11,349
f003e4e5-639b-4175-b100-4dab8fa54d77,1,11,350
d49991da-fd8f-432c-bac1-ed49334322dd,1,1,351
e2451ab7-c38d-4119-9dd0-8f7435df0cb5,1,1,352
57036ae4-2477-4d19-8f85-b388e159ad2d,1,8,353
7ca3323e-b07f-4cf1-9227-6becbfcda14c,1,8,354
da43e974-bae7-4060-be1e-acf9cd4d13e4,1,8,355
3b65df5e-3502-49ed-be99-cb0eaee2cfc5,1,8,356
22cf4c28-09a6-4278-bba9-adb4bbd40e19,1,12,357
ec33a6b9-301c-452d-b5b2-f2d6bc54954c,2,3,357
b8c1dfa5-c8fc-4e71-bfab-0e91b9308725,1,14,358
4c767f14-456c-4859-bb05-6782c829f0b5,1,17,359
9355af31-b298-466b-9bc9-613e41c5139d,1,14,360
4864e59d-1f5a-48b5-a5b2-b68891d9a81d,1,15,361
9d705135-2d35-45df-8027-2c4034916d6c,1,15,362
972f8fc5-dd72-4b52-a46f-993486b7901b,1,15,363
c0e61576-62e5-42f3-8bcd-eec0d24368b5,2,11,363
9a3589c0-5c1a-468f-b0c2-e61eea59685d,1,15,364
05fc04e1-84fd-4df5-9800-5466d653966c,2,11,364
75a7e56e-151d-4834-abf2-ec7fd9bbb2bf,1,15,365
48370fc5-13d5-479b-a95d-e50a91c73c23,2,11,365
5e01d884-4d27-4eda-adb8-8d81dbff51bb,1,11,366
cbf56c4b-070f-4d53-80e5-352b0a7512cf,1,11,367
96d85c78-6ca6-49ab-937e-7e45b0ab5c7c,1,11,368
23e2bb10-4d5d-48cd-a022-d75e25884777,1,11,369
db1699c6-724a-4e7f-9f44-c98f8542b18b,2,6,369
445cd19e-a1cc-4d48-a10f-ab4b89bead64,1,11,370
74a6e3a9-c785-4d2a-8a79-146997a4797c,1,16,371
7c6ae4e6-4f7b-4dd8-b650-2f8d0c83f466,1,16,372
301a04f6-c08c-4af1-843f-89671f26b142,1,16,373
3f6cd95a-6c89-4b40-b410-e9a400c3d521,2,3,373
99baa8e5-cdf7-40c3-b9b0-6fef62f5a493,1,9,374
3b65c8ca-a79e-436f-b678-e1655d1073de,2,14,374
b92f46a4-67c3-4c37-91ce-7e09b4eb10bc,1,9,375
b49906b4-4666-4647-8882-5e6541e22e06,2,14,375
6ea41d73-2f38-4eaf-b2cc-6c6adf4a2629,1,9,376
42ba71d2-a7a5-49bd-a73a-b9b669a87d81,2,14,376
bf8974c8-1954-4294-b899-08da7666446a,1,6,377
90502aab-3fbb-4164-9ff4-c27f01b26e8a,1,15,378
d2c191bb-3cfa-40fa-8640-82745362326a,1,9,379
f9f32ea6-a5e3-4ec5-a98b-01c3efbb1023,1,16,380
e2faf40d-4d78-4079-8a78-c318a1286f9d,2,14,380
86e4b3be-8eba-404e-bfa4-6d5f37994268,1,16,381
5fd816cf-860c-4c01-af1f-fc252b18f8d3,2,14,381
971ed6c7-08a6-4d66-a5a9-f54a046984c7,1,11,382
cf5f0cbb-9347-4cdd-aca9-91c1a8fd7793,1,5,383
5427c868-3ef1-463d-9884-0564f17737dc,1,16,384
76e6777f-658a-4b8b-82ef-14a626697064,2,3,384
d138d6f5-c66a-4d58-9d1a-55ff20c63052,1,9,385
f86736c3-1296-48c5-ad1e-39f56e104912,2,14,385
fe86b917-a541-46da-9e2c-c9380e5ce8cb,1,14,386
44239b48-c717-4a99-b375-ddfa7e2a2090,1,1,176
89168cd2-a2ea-4d92-b7a5-847e26020a07,2,3,176
